network_id,community_user,community_referenced,id,original_tweet,translated_text,model_score,negativity_score_reviewer1,negativity_score_reviewer2,negativity_score_reviewer3
refugees,6,1,1190801628003094528,"@KenSmith001 @GeraldKutney @WBrettWilson First each local geographic setting dictates energy consumption,  Second, the climate change narrative should make it illegal for mass migration from areas with low energy requirements to high,  Third, man made climate change is a lie made up to control idiots.",First each local geographic setting dictates energy consumption Second the climate change narrative should make it illegal for mass migration from areas with low energy requirements to high Third man made climate change is a lie made up to control idiots,0.80791586637497,0.6,0.9,1
cop27,1,0,1589913127134846976,"@c_mhiribidi @ZELA_Infor @AyiccZim @UNFCCC @UNDPClimate @MidlandsState @IgniteYouthOrg @ShawnMatiashe @Wersley17 @NLinZimbabwe @TheAfricaReport @Advtpmatenda @josychiname @fadzyMislee @Gina478Mk2 @CharmaineMaenz1 @CinderellaNdlov FRAUD27 That's essentially calling for a caste system, equals to state-sponsored slavery, applying forced labour on another country while at the same time coercing Russia to subsidize the West banks Green COP27 targets, while not really developing any more efficient energy source",FRAUD Thats essentially calling for a caste system equals to statesponsored slavery applying forced labour on another country while at the same time coercing Russia to subsidize the West banks Green COP targets while not really developing any more efficient energy source,0.812537252902985,0.9,0.9,0.9
donana,1,0,1646238214041088003,"Los señoritos de la @AndaluciaJunta del @ppopular  y @vox_es condenan al Parque Nacional de Doñana a muerte. 👇🏻  PP y Vox hacen oídos sordos a los científicos, a la UE y al Gobierno y dan luz verde al trámite para ampliar regadíos en Doñana.  ",The young ladies and condemn the Doñana National Park to death PP and Vox make deaf ears to scientists to the EU and the government and give green light to the procedure to expand irrigation in Doñana,0.614382266998291,0.9,0.9,0.9
donana,0,1,1436112740834283522,@CarmenVaro_B @JuanMa_Moreno @MedioAmbAND @Plan_INFOCA Te recuerdo que los dos mayores incendios en la historia de esta comunidad fueron en entorno de Doñana (preparque casii destruido) y el de la Sierra de Huelva con Sevilla (casi 22.000 has este último) fueron con tu amiga Susana.,I remind you that the two greatest fires in the history of this community were in the environment of Doñana prepared almost destroyed and that of the Sierra de Huelva with Seville almost the latter went with your friend Susana,0.0910602509975433,0.6,0.2,0.7
cop27,0,1,1581178278773411841,@Genterline @goingglocal @ZombiePiano @ALefty123 @aSinister @Andrewemcameron @Wallisbadgerson @SeekerTheGreat1 @JackJsherebkin @WeRone777 @ozzorro1 @benmooreau @Tate45807585 @glinch72 @GodBlessElon @insane_voice @Veritatem2021 @DocSnow1 @AndryGiles @MikeDel21893959 @CstmrDisservice @njbtweet @AlexVickeryHowe @Stephen90045069 @ShaMikaWhoSeeks @BernaB_2013 @BBfanning @FChecker76 @Ecotainment_YT @talipes @JohannesTuyl @JJJungleJim @mac_an_ghoill @ejwwest @realJohnJHoward @USNA_73 @peblackstock @markinkorea @cbeckj @Frankd06830 @LesterDent @Lo_VVriter @toddynd @Alfred_StatesX @BarnhartDooie @RstrixxX @berry_hardman @FLastrade @Ceist8 @SageThinker99 Just adapting to rapid changes and continuing to increase emissions exponentially will lead to an ecologically dead and artificial planet like the fictional Coruscant. In other words a planet not worth living on. #Climate #ClimateAction ,Just adapting to rapid changes and continuing to increase emissions exponentially will lead to an ecologically dead and artificial planet like the fictional Coruscant In other words a planet not worth living on,0.932550430297852,0.8,0.8,0.7
ipcc,1,0,1638498356879040514,"@Darthdaws @Lauratobin1 @IPCC_CH If you consider the 3% and call that 100% of man-made C02 then the UK produces 1% of that, not a whopping  33% of all man-made C02. Change your meme. We should also point out 97% of C02 is naturally occurring and we can do fact all about that. ",If you consider the  and call that  of manmade C then the UK produces  of that not a whopping  of all manmade C Change your meme We should also point out  of C is naturally occurring and we can do fact all about that,0.145701035857201,0.6,0.6,0.6
refugees,1,6,1441847413589696512,"@bazmd @Lo_VVriter @glinch72 @BJChippindale @Spencerfletch0 @Roark_Architect @Climate_Takes @ClimateSkeptic4 @WReynolds20 @richmclean24 @samphireisland @BrknMan @OscarsWild1 @Kenneth72712993 @LouisCy72344053 @LunusOfGayTakes @B_Bolshevik100 @DanielKuhn1975 @jpgcrowley @ejwwest @JohnDublin10 @TomPlesier @MikeDel21893959 @RoyPentland @variegated2 @OG_Advisors @aSinister @InaneDragon @AnsgarTOdinson @roger_clague @OzzmanOsgood @obannan @MartinJBern @FriendsOScience @JR4_Truth @odyssey_bow @automatrix66_KC @GlennCarr6 @Jaisans @BointonGiles @JamesHT @Robertchef77 @aldavidson99 @FlowerandFist @mentalmal1 @PaprikaLady @flyonthewall182 @BubbasRanch @SteveJenks63 @Veritatem2021 And, not at all oddly, well accounted for.  If you want to claim the observational evidence  -GMST, SLR,ice/glaciermelt, OA, species extinction,  species migration,  etc -are caused by n.v., then where is the data?",And not at all oddly well accounted for If you want to claim the observational evidence GMST SLRiceglaciermelt OA species extinction species migration etc are caused by nv then where is the data,0.579265832901001,0.7,0.2,0.4
refugees,1,6,1156166216374988800,"@SA_TEXROD @jimdtweet @Toimatom @CoinMomma @dan613 @Michael46830937 @Kenneth72712993 @MassiMassian @PeterJrgen12 @rln_nelson @NoelTurner194 @NikolovScience @3GHtweets @glaser_holly @Calimer0c0mplex @MonkeyMyBack @Ike_Kiefer @WilliamMarsWard @MedBennett @Gladfly1 @RetributiaNorb @facillito @roger_clague @GillesnFio @LifeIsThermal @d_e_mol @digitaldoc4 @Sanity1013 @doctorbarnes1 @struikmans @RoyPentland @Zsolti51 @markbjardine @JSegor @DavidMo66984563 @NickMcGinley1 @swcrisis @Ianmcpherson22 @cpernell8521 @DawnTJ90 @MikeOrso2 @EcoSenseNow @aguy18310792 @JohnClarksonGSM @ClimatePoet @KenworthCowboy1 @MBemiko @jar61354 @Confraria8 @cathmckenna the attribution to the cause is the tricky part. calculating excess deaths from a changed parameter a major exercise is stat research.  if you want to mitigate climate change by migration, then good luck. people don't migrate as easily in rest of world as in the USA",the attribution to the cause is the tricky part calculating excess deaths from a changed parameter a major exercise is stat research if you want to mitigate climate change by migration then good luck people dont migrate as easily in rest of world as in the USA,0.39870548248291,0.6,0.6,0.7
donana,0,1,1646649039629217793,"@Monica_Garcia_G @Rita_Maestre @Caro_Elias_sv @ierrejon @javierpadillab @Transxte Sueño todos los días que madrid es más bonita sin tus sucias manos, mema organiza una huelga para que no s toque doñana enga ya tenéis otra excusa q la sanidad te dejo por los suelos 🤣🤣",I dream every day that Madrid is prettier without your dirty Mema hands organizes a strike so that it does not touch doñana deceiva you already have another excuse that health leaves you for the soils,0.36077094078064,0.6,0.7,1
cop27,0,1,1564182866124312576,he Queen has spoken out about the floods before @10DowningStreet. Too late to get the effects of the #ClimateCrisis displacing millions of people to the front pages of any tabloid. But a clear sign our Government is absent in the face of this global catastrophe. Act now.,The Queen has spoken out about the floods before  Too late to get the effects of the displacing millions of people to the front pages of any tabloid But a clear sign our Government is absent in the face of this global catastrophe Act now,0.81563800573349,0.7,0.6,0.7
cop27,1,0,1593278539972886529,"🇬🇧|The #EU is providing 1 billion euros for climate resilience in #Africa. 60m euros is to be provided to compensate for damage that has already occurred. As usual, the @EU_Commission sweeps the issue of population explosion under the table. #ID ",The is providing  billion euros for climate resilience in  m euros is to be provided to compensate for damage that has already occurred As usual the sweeps the issue of population explosion under the table,0.399867087602615,0.3,0.2,0.6
cop27,0,1,1595020015186546688,"@beeteeceeee @thesiriusreport No one used that term, but scientists say it has changed so much there is #ClimateCrisis Latest activism was about not starting new oil &amp; gas projects, not using zero oil. #Russia s genocidal #WarCrimes against civilian power grids are the 'new terrorism' ",No one used that term but scientists say it has changed so much there is Latest activism was about not starting new oil and gas projects not using zero oil s genocidal against civilian power grids are the new terrorism,0.623515784740448,0.9,0.9,1
ipcc,1,0,1638271631566032896,"@EamonRyan Three weeks ago it was predicted we would be inundated with snow and ice, wrong of course, and now you want us to believe your makey-uppy @IPCC_CH graph predicts the weather in 30 years time. What a load of alarmist nonsense. #ClimateScam ",Three weeks ago it was predicted we would be inundated with snow and ice wrong of course and now you want us to believe your makeyuppy graph predicts the weather in  years time What a load of alarmist nonsense,0.915312051773071,0.8,0.7,0.9
donana,1,0,1491903945022844929,@JuanMa_Moreno y la @AndaluciaJunta están arrasando #Doñana para todos y para las generaciones futuras.  Al #PP le interesa poco el respeto por el #MedioAmbiente  Son una vergüenza a ojos de Europa y de la Unesco. Son una vergüenza para España ,"and they are razing for everyone and for future generations, little interest in respect for them are a shame in the eyes of Europe and UNESCO are a shame for Spain",0.922509014606476,0.6,0.8,0.9
cop27,0,1,1595808290105167873,"Nice to see the @CDNEnergyCentre is celebrating Canada's cowardly climate laggard status at #COP27 when Canada refused to agree to a declaration to phase out oil &amp; gas.  Are these really the people you want to be listening to, @JonathanWNV @s_guilbeault @JustinTrudeau? #cdnpoli ",Nice to see the is celebrating Canadas cowardly climate laggard status at when Canada refused to agree to a declaration to phase out oil and gas Are these really the people you want to be listening to ,0.566977798938751,0.8,0.9,0.8
cop27,0,1,1587070495249387523,@ashley_prime @RishiSunak @Cop27 @BorisJohnson Needs to learn to multi task and fast but to skip #COP27 is a dreadful mistake. Not only does @RishiSunak need to win over the general population but he needs support from other leaders. This is not the way to begin.,Needs to learn to multi task and fast but to skip is a dreadful mistake Not only does need to win over the general population but he needs support from other leaders This is not the way to begin,0.76615184545517,0.6,0.4,0.5
ipcc,1,0,1638663838894817280,"@Paul4Science @doug_parr @FT The science itself has created the doubt.  Eg.  How many predictions have not come true?  How much of the weather disasters are due to poor planning, instead of actual climate change?  IPCC Science indicates that hurricanes have not measurably increased in number or intensity.",The science itself has created the doubt Eg How many predictions have not come true How much of the weather disasters are due to poor planning instead of actual climate change IPCC Science indicates that hurricanes have not measurably increased in number or intensity,0.728235125541687,0.8,0.6,0.5
donana,1,0,1603815998619951104,"Es lamentable que @RamonFPM y la @AndaluciaJunta apoyen la caza. Esta actividad sangrienta no solamente destruye la naturaleza y mata 20 millones de animales al año en este país, sino que tamibén mata a personas y causa despoblación. ¿Qué pasa con Doñana y las Salinas, Ramón? ",It is unfortunate that and support it hunting This bloody activity not only destroys nature and kills millions of animals a year in this country but also kills people and causes depopulation. What happens to Doñana and Salinas Ramón,0.979088127613068,0.8,0.9,0.9
cop27,0,1,1589589428213010434,"“We are capable of learning, maturing and finally taking responsibility for the destruction we are inflicting, not just upon our planet, but upon ourselves,”  .@BorisJohnson at @UN 2021.   Great seing you at #COP27  -Hoping for more action on #Climate and #planet from you chief. ",“We are capable of learning maturing and finally taking responsibility for the destruction we are inflicting not just upon our planet but upon ourselves”  at  Great seing you at Hoping for more action on and from you chief,0.0794495046138763,0.7,0.7,0.4
donana,0,1,1647211364815974402,"@mitecogob @sextaNoticias @CHGuadalquivir @oapngob Ahora?!!!! Sinvergüenzas, el PSOE con 40 años gobernando Andalucía y Pedro Sanchez en el Gobierno, no han movido un dedo para proteger Doñana, y ahora q el @ppandaluz va a regenerar el Parque Doñana y regular los regadios con aguas superficiales, les entra prisa; 🤮de Juzgado",Now scoundrels the PSOE with years ruling Andalucía and Pedro Sanchez in the government have not moved a finger to protect Doñana and now that he will regenerate the Doñana Park and regulate the irrigation with surface waters,0.827714204788208,0.8,0.4,0.9
refugees,1,6,1150267150810009605,"@Pennsylvania111 @LatinMass9876 @Haramberises @jar61354 @Tangomitteckel @GillesnFio @johnstretch @GrahamKirk17 @dunvirkin @Chris_Leary @PeaceOnEarth222 @Carbongate @tcw_team @MartinBrampton @Matthew10531896 @SaferStone @no2wind @MedBennett @StewartNial @rpkersey @Thiakadavra @kjell_yvik @RoyPentland @GWLarsson @TrimegistroT @Oxat @AltGreen2 @Barbarajdurkin @Siansphinx @harryr33 @donahugh216 @noturbine @can_climate_guy @DawnTJ90 @kimbetech @darren_nell @JuliePi31415926 @carlblom_robert @tracy__e @Niggledom @SombreGreen @ClimateDan_ @PaulHughes11vic @hmailandt3 @Cosmic_Engineer @nemo_gratis @lt_texan @Soronya @puntanenyahoo You raise an important point, Pennsylvania. I'm not in support of people crashing in other countries as a preferred option. What I've urged @POTUS to do is support refuges all through Latin America so these displaced people can get trained +connected with the 17 SDGs for 2030.",You raise an important point Pennsylvania Im not in support of people crashing in other countries as a preferred option What Ive urged to do is support refuges all through Latin America so these displaced people can get trained connected with the  SDGs for ,0.239612057805061,0.4,0.2,0.2
refugees,1,6,1096152863586308101,"@VallanceCsilla @Tangomitteckel @swcrisis @dunvirkin @FriendsOScience @SurferLake @GillesnFio @PolAnimalAus @badmoonrising11 @Rigil53652553 @drewgrey @6esm @BardLackey @EcoSenseNow @NikolovScience @aim2bgreat @FraserMacLeod5 @HeisenbergErwin @Captbobdad @LeighYaxley @puntanenyahoo @ZaTingler @family_charles @quakephysics @boggywood @sinkaspud @saykojack @miked194765 @jenninemorgan @3GHtweets @JaggerMickOZ @jyb_tee @StillShaneGray @DocRichard @eachus @EthonRaptor @verum_regnat @SConwaySmith @JamesAbbott2013 @My2cents17 @JayVanorman @kamiel79 @PoeBrianL @Ike_Kiefer @PaulDOKidd @drwaheeduddin @jerrykelle74 @CycleJunkie88 @overthelies2010 @ErichSchulz use that prosperity to welcome millions of new people to our country. Can't do it all tomorrow, of course, but build the infrastructure to support the climate refugees and we will prosper over the coming centuries.",use that prosperity to welcome millions of new people to our country Cant do it all tomorrow of course but build the infrastructure to support the climate refugees and we will prosper over the coming centuries,0.0682924464344978,0.2,0.2,0
cop27,0,1,1583755497748189184,"@RichwoodsAus @PeaknikMicki @RoelofBoer @JaggerAUS @VicConservative @OMGTheMess @pete_artist @icebergerjager @NeatCraftsmen @Omnicentrist @ChrisHaworth368 @ClimateHuman So I have to choose between NASA, CSIRO, Nobel Prize winners &amp; 99% of climate scientists &amp; physics or this delusional made up BS?? Thanks for an opportunity to show how you are being scammed by fossil fuel corporations.  #ClimateCrisis  #ClimateEmergency ",So I have to choose between NASA CSIRO Nobel Prize winners and  of climate scientists and physics or this delusional made up BS Thanks for an opportunity to show how you are being scammed by fossil fuel corporations,0.759450316429138,0.6,0.6,1
donana,0,1,1651293533418975232,"@RafaelGarciaLAF @VSinkevicius @Ibangarciadb @RamonFPM @Teresaribera @ManfredWeber @IratxeGarper @DolorsMM @EU_Commission What are you saying???? No trees there. Just water in a sort of dessert. Nice for birds. Birds need to live, but people as well. Just transfer water from other sides, as Sánchez said, but he always lies!",What are you saying No trees there Just water in a sort of dessert Nice for birds Birds need to live but people as well Just transfer water from other sides as Sánchez said but he always lies,0.506192207336426,0.6,0.6,0.8
cop27,1,0,1587792551746183168,@RishiSunak @COP27P Thought the economy and November statement more important to concentrate on that instead going to COP27 !!! Dear oh dear even Greta the saint think it’s a scam 😡 tell me when u come back how you all got to Egypt 😳😳I expect many private jets 😡😡😡😡😡😡😡😡😡😡hypocrites,Thought the economy and November statement more important to concentrate on that instead going to COP  Dear oh dear even Greta the saint think it’s a scam tell me when u come back how you all got to Egypt I expect many private jets hypocrites,0.840282559394836,0.8,0.7,1
ipcc,1,0,1637941268314566656,"@GeraldKutney @IPCC_CH the IPCC a quango appointed by the UN. not a meteorologist among the lot of them.your easily led.the wheels are falling off your wagon.there is no climate crisis,science and observations prove that.",the IPCC a quango appointed by the UN not a meteorologist among the lot of themyour easily ledthe wheels are falling off your wagonthere is no climate crisisscience and observations prove that,0.658581852912903,0.3,0.3,0.9
refugees,6,1,1352216062486605830,"@RijpeW @AgainLaughing @giveusafairgo @RoyPentland @d_e_mol @Fauntleroy1934 @Barbarajdurkin @BlenderMessiah @Dardedar @no2wind @0Sundance @MedBennett @thinks_about_it @ReckedRik @TheDisproof @jimdtweet @BubbasRanch @IBergwiesel @Narvuntien @Climatehope2 @riktheozfrog @Bananenrijperij @RustyAway @MikeDel21893959 @Skrued1 @StormSignalSA @cjtjgeol @DigDougFTW @bluestflame1 @Biggieol6 @HalleVerkehrt @JohnSmi50968113 @AJamesW2 @ttyEngland @Jamz129 @drewman_drew @TyotoRiffle @BridgetHolmstro @Over400ppm @Tutkija5 @TQMKA @ShhSami @EcoSenseNow @SlugBub @GavinKreijkes @DawnTJ90 @austbondlover @GeraldKutney @mtnman0038 @documentavi Potemkin Dorf Germany.  Merkel and her govt and her lapdog media have constructed a parallel reality which the serfs are forced to either accept or be persecuted, silenced, punished. Climate, Migration, Economy, Covid, etc. Same crap, different topic.",Potemkin Dorf Germany Merkel and her govt and her lapdog media have constructed a parallel reality which the serfs are forced to either accept or be persecuted silenced punished Climate Migration Economy Covid etc Same crap different topic,0.870796144008637,0.7,0.8,1
ipcc,0,1,1640049259444678659,@FD2you @Snigglewhip @DawnTJ90 @JunkScience @IPCC_CH But the models are proving correct and  your privilege as a white westerner means that you are unable to acknowledge the despair of the global south to whom the climate crisis is a daily struggle,But the models are proving correct and your privilege as a white westerner means that you are unable to acknowledge the despair of the global south to whom the climate crisis is a daily struggle,0.655250012874603,0.4,0.6,0.7
donana,0,1,1648593166713384961,@mitecogob @Teresaribera This woman is a fanatic and totally crazy. She is destroying our water reservoirs. She is a minister in a corrupt government that only tells lies to anybody that wants to hear them.,This woman is a fanatic and totally crazy She is destroying our water reservoirs She is a minister in a corrupt government that only tells lies to anybody that wants to hear them,0.97709459066391,0.9,0.9,1
cop27,0,1,1573425871326957569,"@CorbLund @PaulineWorsfold @LeelaAheer @BrianJeanAB @dtloewen @RajanJSaw @rebeccakschulz @ABDanielleSmith @ToewsforAlberta What do Trump, Trudeau and Poliviere have in common?They support the new TMX tar sands pipeline.  Please sign and retweet.  #SkinnyTrump #TrumpCult #bcpoli #Canada #canpoli #ClimateCrisis  Sign the Petition Save Sally the Salamander and Wizer the Owl",What do Trump Trudeau and Poliviere have in commonThey support the new TMX tar sands pipeline Please sign and retweet Sign the Petition Save Sally the Salamander and Wizer the Owl,0.0092493370175361,0.2,0.2,0.4
donana,0,1,1646412676472471553,En ⁦@A3Noticias⁩ y ⁦@telediario_tve⁩ abriendo con noticias sobre Doñana ⁩. Y de esto o unas colas o silencio  El CGPJ eleva a al menos 943 las rebajas de penas a agresores sexuales por la ley del 'solo sí es sí' y en 103 las excarcelaciones  ,In and opening with news about Doñana and this or some queues or silence the CGPJ elevates to at least the sales of sentences to sexual aggressors by the law of the only one is yes and in the release,0.132966160774231,0.8,0.8,0.8
refugees,1,6,960033907835002881,@donnoble63 @climatefrauds @AtomsksSanakan @usanorthcoast @1_TMF_ @NoelTurner194 @craigthomler @LindsayyuleS @4TimesAYear @geoffmprice @MarkOkanagan @GillesnFio @drwaheeduddin @jamesb_bkk @MonkeyMyBack @ubikkgoat @Gladfly1 @Mark_Fraser_ @Tokyo_Tom @DominiqueRabeuf @FriendsOScience @Commodity52now @mr_geologist @miked194765 @EthonRaptor @montaguethecat @ILuvCO2 @3GHtweets @JuPe_EU @mcwbr @noturbine @rln_nelson @brandonrgates @julietyler12 @climatecancel @FossilBeBare @bobathon @d_e_mol @Over400ppm @4tealor @CitronCockatoo @WMO @UNEP @COP23Bonn @ipccnews @UNFCCCwebcast @COP22 @Climatica @CFigueres @AndrewDessler Consensus: The debate on the authenticity of AGW &amp; the role played by human activity is ~NONEXISTENT among those who understand the nuances &amp; scientific basis of long term climate processes.   ,Consensus The debate on the authenticity of AGW and the role played by human activity is NONEXISTENT among those who understand the nuances and scientific basis of long term climate processes,0.537259995937347,0.2,0.6,0.7
refugees,6,1,1150490643463995392,"@geoffmprice @Lunatic__Fringe @KIVUNature @BarryJWoods @theresphysics @ConversationEDU I worship evidence. I've watched every alarmist forecast crash and burn (sinking atolls, 50M climate refugees by 2010, ice free arctic by 2013, underwater cities, endless droughts, etc., etc.)  I use all kinds of data—ARGO, CERES, TAO buoys, MSU temps. I reject ~ nothing.  w.",I worship evidence Ive watched every alarmist forecast crash and burn sinking atolls M climate refugees by  ice free arctic by  underwater cities endless droughts etc etc I use all kinds of data—ARGO CERES TAO buoys MSU temps I reject  nothing w,0.619885563850403,0.4,0.4,0.8
refugees,1,6,1303088333749473283,"@Jamz129 @HtServadac @dan613 @B_Bolshevik100 @Over400ppm @show_sharp @aSinister @insane_voice @manifesto2000 @RelampagoBlanc2 @Anvndarnamn5 @ammocrypta @ricksheatcool @Chaologistician @JamesRider3 @TheDisproof @PaprikaLady @OscarsWild1 @nicolasDenver @Climatehope2 @AfterbirthDerf @toddynd @fishyfish67 @eric84701331 @TruePat89736316 @Schtickery @ZSRenn @SpurglyD @Bananenrijperij @BridgetHolmstro @tui_malila @KCTaz @UsaParents @no2wind @91996340e81d45a @TQMKA @DeborahDiltz @MATTP1949 @LovePeaceJusti1 @MikeDel21893959 @AtomsksSanakan @Jaisans @jwickers @HowieHawkins @DrJillStein @Joannrobertsk @XRVancouverBC @ExtinctionR @NYCDSA_Climate @HarrietBGarner I agree with some of the things like Universal Basic Income — in fact, I think this solution will become increasingly obvious as automation grows.  The tipping point will probably be when bankers are displaced from their jobs, heh.",I agree with some of the things like Universal Basic Income — in fact I think this solution will become increasingly obvious as automation grows The tipping point will probably be when bankers are displaced from their jobs heh,0.26512548327446,0.1,0.1,0.3
ipcc,0,1,1638589916920651780,@JustinGrant923 @philbaylisss @Veritatem2021 @rln_nelson @ChrisBBacon3 @Kenneth72712993 @NoelTurner194 @shicks_sam @bomac_macbo @jimdtweet @freddie07068768 @pauladamsalber1 @onefromtexas @TWTThisIsNow @starkicus @nolancarlton3 @NomadicQuantum @ChrisManuell @Moderna5G_666 @Michael_D_Crow @SZOMB @BubbasRanch @MikeDel21893959 @Vlaamse_Zaak @nxgrs73 @CrispyCX @CDMarshall7 @aSinister @variegated2 @WayneAllanH @6lennybravo @priscian @Librumtinia @mugger124 @NewNormality20 @dan613 @MartinJBern @GlennCarr6 @Jeffrey75327765 @la6uoa @MedBennett @automatrix66_KC @0Sundance @Narvuntien @Matt_Clough @Jagster20548365 @Grimasaur @ponycar06 @njbtweet @aaa21usa Approximately 3.3 to 3.6 billion people live in contexts that are highly vulnerable to climate change (high confidence). A high proportion of species is vulnerable to climate change (high confidence). Human and ecosystem vulnerability are interdependent (high confidence). IPCC,Approximately  to  billion people live in contexts that are highly vulnerable to climate change high confidence A high proportion of species is vulnerable to climate change high confidence Human and ecosystem vulnerability are interdependent high confidence IPCC,0.368274450302124,0.6,0.2,0.2
cop27,0,1,1589756150064779264,"Dear @BorisJohnson - you are no more the spirit of Glasgow than a bottle of rancid Buckie: terrible taste, causes vomit, headaches and the destruction of lives and communities while making money for nothing of apparent use or value except all of the above. #COP27 #BorisJohnson ",Dear  you are no more the spirit of Glasgow than a bottle of rancid Buckie terrible taste causes vomit headaches and the destruction of lives and communities while making money for nothing of apparent use or value except all of the above,0.978687763214111,0.8,0.9,1
ipcc,0,1,1638290194267877378,"@CodeRedEarth The stooges,desperate to defend a business model &amp;unfathomable greed FF Industry,will look for beautiful graphs and alternative facts as they consult with FF Industry CEOs how to respond to latest IPCC Report. Right, @AlexEpstein, @MatthewWielicki, @PeterSweden7  &amp; @JunkScience ?",The stoogesdesperate to defend a business model ampunfathomable greed FF Industrywill look for beautiful graphs and alternative facts as they consult with FF Industry CEOs how to respond to latest IPCC Report Right   and ,0.356643497943878,0.8,0.6,0.9
ipcc,0,1,1640070045211435010,@CotswoldsGeezer @MatthewWielicki @TheTongass So you think you know better than  every national science academy on every continent?  Please read this  Note global hunger is rising due to your emissions and it hurts the poor the most ,So you think you know better than every national science academy on every continent Please read this Note global hunger is rising due to your emissions and it hurts the poor the most,0.935171604156494,0.4,0.3,0.8
refugees,1,6,937594892762546176,"@ILuvCO2 @Mark_Fraser_ @Gladfly1 @FredFoxyGuy @climatefrauds @AtomsksSanakan @NoelTurner194 @climatecancel @drwaheeduddin @miked194765 @LeonardCohen2 @climatefallacy @1_TMF_ @craigthomler @GustavoRejivik @kmpetersson @3GHtweets @MightyApollo @EthonRaptor @WoMannBearPig @jnvk2m @MonkeyMyBack @4TimesAYear @brandonrgates @Taxpayers1234 @Tokyo_Tom @CitronCockatoo @GillesnFio @caerbannog666 @JoKiwi55 @icarus62 @usanorthcoast @FriendsOScience @algore @WMO @UNEP @COP23Bonn @POTUS @EPAScottPruitt @readfearn @ClimateMayors @350 @NRDC @nytimes @CNN @altUSEPA @AltEPASoutheast @ActualEPAFacts I said 'almost every analysis concludes CC was a major factor' &amp; your response is 'CONSTANT LIES'! Should I take you being rattled as a good sign? Is Syria really a 'climate war'? We examined the links between drought, migration &amp; conflict ",I said almost every analysis concludes CC was a major factor and your response is CONSTANT LIES Should I take you being rattled as a good sign Is Syria really a climate war We examined the links between drought migration and conflict,0.535719871520996,0.8,0.8,0.8
donana,0,1,1529093250107293696,"@PSOE @NadiaCalvino Más de 500.000€ de los fondos de la Unión Europea se va a gastar el gobierno para rehabilitar el palacio de Doñana para que Pedro Sánchez pase sus vacaciones.  Mientras, miles de familias no llegan a final de mes y no van a poder pisar la playa éste verano.","More than € from the European Union funds, the government will spend to rehabilitate the Doñana Palace so that Pedro Sánchez passes their vacations while thousands of families do not reach the end of the month and they will not be able to step on the beach this summer",0.535915195941925,0.8,0.6,0.9
ipcc,0,1,1640023914645471242,@FD2you @JunkScience @IPCC_CH When overwhelmed by evidence you change tact.  Basically I’m well versed in climate change denial and the same old tactics you repeat hence my archive of debunking evidence.  Prove your real,When overwhelmed by evidence you change tact Basically I’m well versed in climate change denial and the same old tactics you repeat hence my archive of debunking evidence Prove your real,0.515175342559814,0.7,0.4,0.7
donana,1,0,1649792751938985984,"@AntonioDeleite @parrantoni @JuanMa_Moreno Lo de Doñana no es de hoy ni de ayer, esos pozos llevan años y años, empezaron con gobiernos del PSOE y ahi siguen reventando Doñana, es tan culpable el pp como el PSOE","Doñana is not today or yesterday, those wells have been in the PSOE governments for years and there are still recovering Doñana is as guilty as the PSOE as the PSOE",0.812547206878662,0.6,0.7,0.8
donana,1,0,1485877616355778562,@JuanMa_Moreno necesitamos un Presidente de la @AndaluciaJunta con altura de miras y conciencia de la grave crisis ecológica en la que nos encontramos. La propuesta de @ppandaluz @CiudadanosCs y @vox_es es un carrera hacia el precipicio  vía @eldiarioand,We need a president of the with a view and awareness of the serious ecological crisis in which we find the proposal of and is a race towards the precipice via,0.296522855758667,0.2,0.8,0.8
donana,0,1,1348682219959820292,"@PSOE @sanchezcastejon @abalosmeco @LaHoraTVE Miren uds. si no es tuit ese. Estos no tienen vergüenza ninguna, y lo que es peor, nunca la han conocido.  Pedazo cueva de víboras que es el podrido PSOE. Les faltó adjuntar una foto del Sepulturero supervisando desde el Palacete de Doñana. ",Look if it is not tweet that these are not ashamed and what is worse have never known the cave piece of vipers who is the rotten PSOE they lacked attach a photo of the grave.,0.944326460361481,0.9,0.9,1
cop27,0,1,1591427011352100864,@cornishpastylo1 @DawnTJ90 @HughCaperton @BrokeUnion @Barbarajdurkin You're wrong. The new UK high of 40.3C was recorded at Coningsby in Lincolnshire on 19 July 2022. The measurement was a full 1.6C higher than the previous maximum temperature of 38.7C set at Cambridge Botanical Gardens in summer 2019. #ClimateCrisis #COP27 #ClimateAction ,Youre wrong The new UK high of C was recorded at Coningsby in Lincolnshire on  July  The measurement was a full C higher than the previous maximum temperature of C set at Cambridge Botanical Gardens in summer ,0.162145167589188,0.1,0.1,0.1
